FullDate,Category,AvgStock,AvgDOH,StockoutRate,AvgUnitCost,AvgInventoryValue,GMROI
2022-10-08,Suspension,336,33,336,55.400000,18614.400000,0.028561
2022-10-08,Towing,113,65,113,734.926666,83046.713258,0.004996
2022-10-09,Exterior,164,46,164,700.692000,114913.488000,0.024001
2022-10-09,Interior,207,58,207,797.705000,165124.935000,0.008358
2022-10-09,Performance,220,20,220,89.690000,19731.800000,0.073881
2022-10-09,Suspension,152,2,152,270.850000,41169.200000,0.050750
2022-10-09,Towing,55,41,55,127.410000,7007.550000,0.163563
2022-10-10,Exterior,256,58,256,516.620000,132254.720000,0.009567
2022-10-10,Interior,220,50,220,940.013333,206802.933260,0.009588
2022-10-10,Lighting,114,20,114,623.710000,71102.940000,0.025940
2022-10-10,Performance,211,36,211,801.376666,169090.476526,0.025512
2022-10-10,Suspension,252,27,252,1036.790000,261271.080000,0.004521
2022-10-10,Towing,167,35,167,985.805000,164629.435000,0.002727
2022-10-11,Exterior,155,45,155,842.840000,130640.200000,0.040165
2022-10-11,Interior,346,76,346,790.420000,273485.320000,0.003797
2022-10-11,Lighting,177,27,177,834.640000,147731.280000,0.017825
2022-10-11,Performance,174,41,174,532.387500,92635.425000,0.041029
2022-10-11,Suspension,214,45,214,952.840000,203907.760000,0.005674
2022-10-11,Towing,125,28,125,774.105000,96763.125000,0.019648
2022-10-12,Exterior,178,48,178,599.330000,106680.740000,0.013681
2022-10-12,Lighting,177,46,177,590.365000,104494.605000,0.009167
2022-10-12,Performance,199,74,199,847.650000,168682.350000,0.008299
2022-10-12,Suspension,194,32,194,450.196666,87338.153204,0.034759
2022-10-12,Towing,291,79,291,349.660000,101751.060000,-0.002143
2022-10-13,Exterior,194,73,194,1190.240000,230906.560000,0.014800
2022-10-13,Interior,219,43,219,1036.097500,226905.352500,0.008582
2022-10-13,Lighting,117,42,117,770.960000,90202.320000,0.012161
2022-10-13,Performance,254,41,254,470.560000,119522.240000,0.026352
2022-10-13,Suspension,174,40,174,376.986666,65595.679884,0.030679
2022-10-13,Towing,217,46,217,713.652500,154862.592500,0.001767
2022-10-14,Exterior,125,45,125,600.550000,75068.750000,0.050609
2022-10-14,Interior,240,52,240,441.810000,106034.400000,0.015306
2022-10-14,Performance,286,18,286,765.010000,218792.860000,0.009728
2022-10-14,Suspension,101,59,101,485.245000,49009.745000,0.021263
2022-10-14,Towing,97,44,97,46.170000,4478.490000,0.126067
2022-10-15,Interior,195,46,195,518.715000,101149.425000,0.022534
2022-10-15,Lighting,292,19,292,438.230000,127963.160000,0.009532
2022-10-15,Performance,175,44,175,392.806000,68741.050000,0.052492
2022-10-15,Suspension,134,52,134,556.933333,74629.066622,0.056283
2022-10-16,Exterior,72,67,72,556.315000,40054.680000,0.059460
2022-10-16,Interior,98,3,98,250.120000,24511.760000,0.044466
2022-10-16,Lighting,284,31,284,433.840000,123210.560000,0.011281
2022-10-16,Performance,179,56,179,542.117500,97039.032500,0.024158
2022-10-16,Suspension,206,13,206,826.410000,170240.460000,0.011536
2022-10-16,Towing,336,27,336,954.320000,320651.520000,0.007648
2022-10-17,Exterior,184,56,184,266.120000,48966.080000,0.095585
2022-10-17,Interior,185,49,185,602.287500,111423.187500,0.015975
2022-10-17,Performance,165,52,165,448.648571,74027.014215,0.063086
2022-10-17,Towing,18,50,18,1030.200000,18543.600000,0.053619
2022-10-18,Exterior,179,38,179,733.890000,131366.310000,0.045217
2022-10-19,Exterior,80,2,80,359.270000,28741.600000,0.115377
2022-10-19,Interior,340,37,340,1130.280000,384295.200000,0.011425
2022-10-19,Lighting,209,63,209,522.725000,109249.525000,0.009190
2022-10-19,Performance,107,60,107,1276.980000,136636.860000,0.021635
2022-10-19,Suspension,104,30,104,705.203333,73341.146632,0.013878
2022-10-19,Towing,176,40,176,577.972000,101723.072000,0.015881
2022-10-20,Exterior,162,73,162,382.986666,62043.839892,0.035766
2022-10-20,Lighting,175,33,175,985.942500,172539.937500,0.014712
2022-10-20,Performance,337,71,337,1405.403333,473620.923221,0.006015
2022-10-20,Suspension,221,53,221,786.277500,173767.327500,0.012264
2022-10-21,Exterior,323,26,323,982.990000,317505.770000,0.008372
2022-10-21,Interior,281,53,281,783.690000,220216.890000,0.004337
2022-10-21,Performance,328,87,328,109.895000,36045.560000,0.108090
2022-10-21,Suspension,193,46,193,425.906666,82199.986538,0.002480
2022-10-21,Towing,150,31,150,264.803333,39720.499950,0.029499
2022-10-22,Exterior,264,44,264,779.363333,205751.919912,0.024945
2022-10-22,Interior,239,48,239,284.366666,67963.633174,0.023359
2022-10-22,Lighting,292,3,292,65.360000,19085.120000,0.044309
2022-10-22,Performance,137,67,137,845.116666,115780.983242,0.008136
2022-10-22,Suspension,214,31,214,389.070000,83260.980000,0.036067
2022-10-22,Towing,292,56,292,697.515000,203674.380000,0.007599
2022-10-23,Exterior,158,9,158,852.520000,134698.160000,0.025086
2022-10-23,Interior,229,39,229,1030.106666,235894.426514,0.001528
2022-10-23,Lighting,269,31,269,580.550000,156167.950000,0.016457
2022-10-23,Performance,189,47,189,525.347500,99290.677500,0.026891
2022-10-23,Suspension,157,78,157,548.996666,86192.476562,0.006772
2022-10-24,Exterior,68,71,68,554.950000,37736.600000,0.075981
2022-10-24,Interior,110,28,110,926.396666,101903.633260,0.026464
2022-10-24,Lighting,177,46,177,585.883333,103701.349941,0.036314
2022-10-24,Performance,206,61,206,1093.420000,225244.520000,0.008233
2022-10-24,Suspension,95,52,95,719.270000,68330.650000,0.032334
2022-10-24,Towing,303,67,303,528.210000,160047.630000,0.009390
2022-10-25,Exterior,110,30,110,749.150000,82406.500000,0.019408
2022-10-25,Performance,127,59,127,819.305000,104051.735000,0.031536
2022-10-25,Suspension,216,51,216,664.670000,143568.720000,0.020056
2022-10-25,Towing,297,10,297,745.560000,221431.320000,0.003992
2022-10-26,Exterior,228,30,228,723.795000,165025.260000,0.011844
2022-10-26,Interior,69,11,69,1401.390000,96695.910000,0.021856
2022-10-26,Performance,195,37,195,605.520000,118076.400000,0.011869
2022-10-26,Suspension,367,87,367,1042.820000,382714.940000,0.001873
2022-10-26,Towing,162,60,162,102.720000,16640.640000,0.111682
2022-10-27,Exterior,172,43,172,832.092000,143119.824000,0.015197
2022-10-27,Interior,358,83,358,401.940000,143894.520000,0.028706
2022-10-27,Lighting,187,18,187,731.476666,136786.136542,0.017502
2022-10-27,Performance,289,47,289,257.600000,74446.400000,0.045426
2022-10-27,Towing,311,31,311,81.915000,25475.565000,0.027889
2022-10-28,Exterior,284,33,284,887.546000,252063.064000,0.012808
2022-10-28,Interior,122,52,122,538.380000,65682.360000,0.041726
2022-10-28,Lighting,327,4,327,305.580000,99924.660000,0.026483
2022-10-28,Performance,76,60,76,841.525000,63955.900000,0.056852
2022-10-28,Towing,213,36,213,295.126666,62861.979858,0.005321
2022-10-29,Exterior,188,54,188,423.823333,79678.786604,0.038543
2022-10-29,Interior,203,38,203,1064.210000,216034.630000,0.006932
2022-10-29,Lighting,317,57,317,282.695000,89614.315000,0.046507
2022-10-29,Performance,203,28,203,788.730000,160112.190000,0.020432
2022-10-29,Suspension,220,38,220,1138.936666,250566.066520,0.003804
2022-10-29,Towing,270,55,270,662.093333,178765.199910,0.016856
2022-10-30,Exterior,295,47,295,610.735000,180166.825000,0.026127
2022-10-30,Interior,175,35,175,813.490000,142360.750000,0.018568
2022-10-30,Lighting,65,40,65,366.813333,23842.866645,0.034024
2022-10-30,Performance,276,33,276,929.498333,256541.539908,0.007488
2022-10-30,Suspension,138,64,138,907.200000,125193.600000,0.007363
2022-10-30,Towing,14,86,14,83.900000,1174.600000,3.132674
2022-10-31,Exterior,294,30,294,1016.515000,298855.410000,0.007198
2022-10-31,Interior,32,66,32,713.090000,22818.880000,0.122164
2022-10-31,Lighting,333,81,333,769.935000,256388.355000,0.004963
2022-10-31,Performance,205,39,205,797.653333,163518.933265,0.019272
2022-10-31,Suspension,375,12,375,574.280000,215355.000000,0.006332
2022-10-31,Towing,104,44,104,410.525000,42694.600000,0.024593
2022-11-01,Exterior,153,41,153,647.238333,99027.464949,0.027601
2022-11-01,Interior,110,31,110,1251.890000,137707.900000,0.002660
2022-11-01,Lighting,92,72,92,1135.830000,104496.360000,0.010308
2022-11-01,Suspension,299,15,299,600.820000,179645.180000,0.007145
2022-11-01,Towing,116,58,116,454.553333,52728.186628,0.024209
2022-11-02,Exterior,252,45,252,647.713333,163223.759916,0.016713
2022-11-02,Interior,101,17,101,702.880000,70990.880000,0.017842
2022-11-02,Lighting,359,72,359,1007.510000,361696.090000,-0.000576
2022-11-02,Performance,127,39,127,448.250000,56927.750000,0.038959
2022-11-02,Suspension,222,42,222,531.580000,118010.760000,0.009167
2022-11-02,Towing,144,54,144,441.256666,63540.959904,0.035495
2022-11-03,Exterior,208,53,208,584.296666,121533.706528,0.033241
2022-11-03,Interior,350,40,350,1053.020000,368557.000000,0.008254
2022-11-03,Lighting,77,37,77,719.990000,55439.230000,0.016021
2022-11-03,Performance,24,49,24,539.320000,12943.680000,0.264376
2022-11-03,Suspension,222,18,222,775.700000,172205.400000,0.012374
2022-11-03,Towing,110,60,110,959.310000,105524.100000,0.006525
2022-11-04,Exterior,163,46,163,478.033333,77919.433279,0.073230
2022-11-04,Interior,266,62,266,693.450000,184457.700000,0.004307
2022-11-04,Lighting,236,67,236,1000.396666,236093.613176,0.006111
2022-11-04,Performance,364,19,364,902.130000,328375.320000,0.008876
2022-11-05,Exterior,171,56,171,385.995000,66005.145000,0.044366
2022-11-05,Interior,116,19,116,571.560000,66300.960000,0.016631
2022-11-05,Lighting,260,32,260,1025.770000,266700.200000,0.005316
2022-11-05,Performance,158,42,158,895.210000,141443.180000,0.018473
2022-11-05,Suspension,293,73,293,469.275000,137497.575000,0.003571
2022-11-05,Towing,254,46,254,1243.865000,315941.710000,0.005497
2022-11-06,Exterior,373,60,373,469.670000,175186.910000,0.012012
2022-11-06,Interior,162,30,162,552.130000,89445.060000,0.017438
2022-11-06,Lighting,192,22,192,231.495000,44447.040000,0.043662
2022-11-06,Performance,64,60,64,823.585000,52709.440000,0.067334
2022-11-06,Suspension,301,50,301,167.490000,50414.490000,0.028281
2022-11-06,Towing,215,41,215,731.360000,157242.400000,0.008493
2022-11-07,Exterior,191,20,191,893.435000,170646.085000,0.025276
2022-11-07,Interior,203,60,203,944.665000,191766.995000,0.007722
2022-11-07,Lighting,199,77,199,624.435000,124262.565000,0.011136
2022-11-07,Performance,198,19,198,523.385000,103630.230000,0.030232
2022-11-07,Suspension,178,60,178,751.676666,133798.446548,0.013086
2022-11-07,Towing,249,17,249,619.996666,154379.169834,0.002431
2022-11-08,Exterior,156,47,156,897.343333,139985.559948,0.019961
2022-11-08,Lighting,145,43,145,1003.450000,145500.250000,0.010048
2022-11-08,Performance,270,78,270,929.013333,250833.599910,0.012473
2022-11-08,Suspension,293,40,293,948.720000,277974.960000,0.005910
2022-11-08,Towing,176,32,176,725.730000,127728.480000,0.026252
2022-11-09,Exterior,7,23,7,1146.450000,8025.150000,0.583069
2022-11-09,Interior,177,42,177,498.955000,88315.035000,0.002053
2022-11-09,Lighting,267,57,267,810.195000,216322.065000,0.005297
2022-11-09,Performance,173,64,173,1165.480000,201628.040000,0.018071
2022-11-09,Suspension,176,60,176,814.012500,143266.200000,0.018743
2022-11-09,Towing,251,20,251,717.920000,180197.920000,0.003207
2022-11-10,Exterior,252,49,252,276.033333,69560.399916,0.029831
2022-11-10,Lighting,349,24,349,288.590000,100717.910000,0.001412
2022-11-10,Performance,350,29,350,121.030000,42360.500000,0.064140
2022-11-10,Suspension,236,22,236,672.760000,158771.360000,0.007429
2022-11-10,Towing,191,30,191,651.395000,124416.445000,0.008526
2022-11-11,Exterior,159,59,159,1022.286666,162543.579894,0.010746
2022-11-11,Lighting,125,20,125,879.745000,109968.125000,-0.000687
2022-11-11,Performance,279,67,279,1029.675000,287279.325000,0.012174
2022-11-11,Suspension,365,74,365,1280.080000,467229.200000,0.002079
2022-11-11,Towing,52,55,52,1001.645000,52085.540000,0.016650
2022-11-12,Exterior,260,51,260,1072.323333,278804.066580,0.011697
2022-11-12,Interior,121,48,121,832.310000,100709.510000,0.010381
2022-11-12,Performance,87,75,87,518.740000,45130.380000,0.041250
2022-11-12,Suspension,182,62,182,845.710000,153919.220000,0.009096
2022-11-12,Towing,32,79,32,757.020000,24224.640000,0.058109
2022-11-13,Exterior,195,33,195,492.160000,95971.200000,0.046004
2022-11-13,Interior,132,3,132,723.330000,95479.560000,0.013736
2022-11-13,Lighting,329,4,329,1286.020000,423100.580000,0.006225
2022-11-13,Performance,259,44,259,700.360000,181393.240000,0.017347
2022-11-13,Suspension,177,52,177,192.746666,34116.159882,0.047985
2022-11-13,Towing,67,1,67,69.940000,4685.980000,0.460900
2022-11-14,Exterior,226,27,226,643.200000,145363.200000,0.033815
2022-11-14,Lighting,196,69,196,657.835000,128935.660000,0.017196
2022-11-14,Performance,109,59,109,656.400000,71547.600000,0.040398
2022-11-14,Suspension,347,43,347,134.340000,46615.980000,0.045248
2022-11-15,Exterior,162,26,162,597.890000,96858.180000,0.024386
2022-11-15,Interior,104,42,104,731.610000,76087.440000,0.017608
2022-11-15,Lighting,249,39,249,719.490000,179153.010000,0.007441
2022-11-15,Performance,250,25,250,530.845000,132711.250000,0.030413
2022-11-15,Towing,223,75,223,565.390000,126081.970000,0.024030
2022-11-16,Exterior,5,6,5,592.210000,2961.050000,1.455429
2022-11-16,Interior,112,70,112,835.427500,93567.880000,0.008022
2022-11-16,Lighting,264,45,264,1118.315000,295235.160000,0.003446
2022-11-16,Performance,144,40,144,745.386666,107335.679904,0.034577
2022-11-16,Suspension,173,6,173,282.625000,48894.125000,0.036752
2022-11-17,Exterior,128,29,128,647.540000,82885.120000,0.051305
2022-11-17,Interior,162,17,162,1122.860000,181903.320000,0.007804
2022-11-17,Performance,156,27,156,572.826666,89360.959896,0.038949
2022-11-17,Suspension,88,44,88,756.255000,66550.440000,0.017437
2022-11-17,Towing,277,61,277,579.472500,160513.882500,0.010320
2022-11-18,Exterior,330,50,330,1200.130000,396042.900000,0.005966
2022-11-18,Interior,119,40,119,537.765000,63994.035000,0.026420
2022-11-18,Lighting,29,40,29,1036.210000,30050.090000,0.047636
2022-11-18,Performance,121,51,121,1424.565000,172372.365000,0.014154
2022-11-18,Suspension,244,72,244,833.380000,203344.720000,0.004084
2022-11-18,Towing,337,45,337,442.335000,149066.895000,0.004833
2022-11-19,Exterior,358,66,358,237.756666,85116.886428,0.039401
2022-11-19,Interior,94,51,94,1053.020000,98983.880000,0.008289
2022-11-19,Lighting,125,47,125,125.740000,15717.500000,0.089156
2022-11-19,Performance,251,69,251,715.870000,179683.370000,0.015440
2022-11-19,Suspension,284,34,284,680.495000,193260.580000,0.006286
2022-11-19,Towing,189,12,189,322.920000,61031.880000,0.025986
2022-11-20,Exterior,283,74,283,527.600000,149310.800000,0.029810
2022-11-20,Performance,97,6,97,893.836666,86702.156602,0.028117
2022-11-20,Suspension,207,56,207,620.784000,128502.288000,0.000449
2022-11-20,Towing,220,42,220,151.110000,33244.200000,0.035726
2022-11-21,Exterior,172,41,172,703.320000,120971.040000,0.014787
2022-11-21,Interior,166,43,166,1064.080000,176637.280000,0.010939
2022-11-21,Lighting,210,41,210,1091.446000,229203.660000,0.009268
2022-11-21,Performance,174,50,174,519.512500,90395.175000,0.018487
2022-11-22,Exterior,161,47,161,928.398000,149472.078000,0.040353
2022-11-22,Interior,131,83,131,767.200000,100503.200000,0.017813
2022-11-22,Lighting,331,13,331,393.870000,130370.970000,0.021333
2022-11-22,Performance,245,16,245,524.905000,128601.725000,0.010204
2022-11-22,Towing,298,23,298,603.720000,179908.560000,0.006107
2022-11-23,Exterior,246,52,246,799.090000,196576.140000,0.009676
2022-11-23,Interior,269,8,269,410.880000,110526.720000,0.015466
2022-11-23,Lighting,117,72,117,708.130000,82851.210000,0.012340
2022-11-23,Performance,259,67,259,799.220000,206997.980000,0.021560
2022-11-23,Suspension,57,24,57,313.350000,17860.950000,0.024656
2022-11-23,Towing,249,21,249,291.733333,72641.599917,0.022507
2022-11-24,Interior,253,29,253,702.740000,177793.220000,0.004209
2022-11-24,Lighting,66,32,66,1381.620000,91186.920000,0.027344
2022-11-24,Performance,153,55,153,314.767500,48159.427500,0.079117
2022-11-24,Suspension,261,85,261,871.370000,227427.570000,0.005328
2022-11-24,Towing,45,38,45,1151.850000,51833.250000,0.011021
2022-11-25,Exterior,98,66,98,1057.625000,103647.250000,0.012649
2022-11-25,Lighting,233,68,233,541.102500,126076.882500,0.021301
2022-11-25,Performance,204,60,204,840.892000,171541.968000,0.032036
2022-11-26,Exterior,82,55,82,698.990000,57317.180000,0.073446
2022-11-26,Interior,297,47,297,795.345000,236217.465000,0.004048
2022-11-26,Lighting,120,51,120,884.640000,106156.800000,0.008217
2022-11-26,Performance,110,45,110,372.395000,40963.450000,0.054307
2022-11-26,Suspension,230,51,230,592.010000,136162.300000,-0.000009
2022-11-26,Towing,268,15,268,646.895000,173367.860000,0.009482
2022-11-27,Exterior,238,46,238,921.750000,219376.500000,0.015411
2022-11-27,Interior,151,89,151,537.800000,81207.800000,0.026667
2022-11-27,Lighting,209,28,209,627.286666,131102.913194,0.022491
2022-11-27,Suspension,210,25,210,371.480000,78010.800000,0.030476
2022-11-27,Towing,175,72,175,718.840000,125797.000000,0.019750
2022-11-28,Exterior,175,56,175,368.430000,64475.250000,0.040011
2022-11-28,Interior,104,29,104,296.405000,30826.120000,0.086689
2022-11-28,Lighting,316,77,316,150.660000,47608.560000,0.037076
2022-11-28,Performance,137,33,137,176.105000,24126.385000,0.187789
2022-11-28,Suspension,204,18,204,541.606666,110487.759864,0.015376
2022-11-28,Towing,258,54,258,418.353333,107935.159914,0.023072
2022-11-29,Exterior,257,53,257,646.683333,166197.616581,0.021027
2022-11-29,Interior,193,42,193,676.620000,130587.660000,0.025170
2022-11-29,Lighting,182,37,182,690.805000,125726.510000,0.015628
2022-11-29,Performance,204,26,204,734.582500,149854.830000,0.026688
2022-11-29,Suspension,174,41,174,987.570000,171837.180000,0.005789
2022-11-30,Exterior,195,55,195,683.496666,133281.849870,0.023356
2022-11-30,Interior,255,48,255,466.190000,118878.450000,0.000540
2022-11-30,Lighting,180,23,180,714.106666,128539.199880,0.009874
2022-11-30,Performance,179,49,179,645.700000,115580.300000,0.018262
2022-11-30,Suspension,209,76,209,138.190000,28881.710000,0.072559
2022-11-30,Towing,273,22,273,876.810000,239369.130000,0.003197
2022-12-01,Exterior,261,64,261,1067.726666,278676.659826,0.011983
2022-12-01,Interior,159,17,159,605.480000,96271.320000,0.013671
2022-12-01,Lighting,362,55,362,481.185000,174188.970000,0.008502
2022-12-01,Performance,62,2,62,1296.390000,80376.180000,0.023116
2022-12-01,Suspension,292,48,292,334.016666,97532.866472,0.040274
2022-12-02,Exterior,205,56,205,883.698000,181158.090000,0.018620
2022-12-02,Interior,371,86,371,160.430000,59519.530000,0.019058
2022-12-02,Lighting,248,68,248,741.330000,183849.840000,0.009161
2022-12-02,Performance,128,30,128,1226.025000,156931.200000,0.020415
2022-12-02,Suspension,19,58,19,437.280000,8308.320000,0.218904
2022-12-02,Towing,349,54,349,780.370000,272349.130000,0.000784
2022-12-03,Exterior,190,41,190,406.502857,77235.542830,0.037333
2022-12-03,Interior,159,41,159,1211.810000,192677.790000,0.006599
2022-12-03,Lighting,321,80,321,1178.570000,378320.970000,0.001420
2022-12-03,Performance,135,60,135,507.246666,68478.299910,0.057446
2022-12-03,Towing,187,65,187,620.336666,116002.956542,0.012328
2022-12-04,Exterior,175,43,175,216.465000,37881.375000,0.052331
2022-12-04,Interior,41,87,41,517.770000,21228.570000,0.052633
2022-12-04,Lighting,176,23,176,809.580000,142486.080000,0.009643
2022-12-04,Performance,110,42,110,704.353333,77478.866630,0.034025
2022-12-04,Suspension,9,70,9,560.915000,5048.235000,0.378116
2022-12-04,Towing,151,29,151,790.660000,119389.660000,0.024080
2022-12-05,Exterior,230,46,230,664.887500,152924.125000,0.019218
2022-12-05,Performance,86,32,86,582.606666,50104.173276,0.051515
2022-12-05,Towing,309,4,309,1030.200000,318331.800000,0.004524
2022-12-06,Exterior,53,65,53,667.140000,35358.420000,0.144778
2022-12-06,Lighting,203,77,203,697.030000,141497.090000,0.007677
2022-12-06,Performance,346,69,346,795.685000,275307.010000,0.016243
2022-12-06,Suspension,223,48,223,725.625000,161814.375000,0.006370
2022-12-06,Towing,166,77,166,165.245000,27430.670000,0.038530
2022-12-07,Exterior,168,59,168,600.103333,100817.359944,0.006895
2022-12-07,Lighting,299,88,299,603.330000,180395.670000,0.007543
2022-12-07,Performance,287,68,287,334.953333,96131.606571,0.044895
2022-12-08,Exterior,158,45,158,551.453333,87129.626614,0.019913
2022-12-08,Interior,76,67,76,856.810000,65117.560000,0.010979
2022-12-08,Lighting,88,24,88,963.436666,84782.426608,0.010439
2022-12-08,Performance,179,40,179,579.707500,103767.642500,0.015600
2022-12-08,Suspension,334,29,334,77.860000,26005.240000,0.097547
2022-12-08,Towing,166,39,166,189.050000,31382.300000,0.064588
2022-12-09,Exterior,289,41,289,432.333333,124944.333237,0.022263
2022-12-09,Lighting,67,40,67,1252.670000,83928.890000,0.050432
2022-12-09,Performance,199,42,199,609.504285,121291.352715,0.007917
2022-12-09,Suspension,224,38,224,562.045000,125898.080000,0.013233
2022-12-10,Exterior,228,35,228,204.180000,46553.040000,0.098958
2022-12-10,Interior,191,5,191,1395.800000,266597.800000,0.005303
2022-12-10,Lighting,192,47,192,978.082000,187791.744000,0.003079
2022-12-10,Towing,271,52,271,777.880000,210805.480000,0.006869
2022-12-11,Exterior,140,16,140,574.540000,80435.600000,0.047577
2022-12-11,Interior,308,62,308,57.250000,17633.000000,0.022870
2022-12-11,Lighting,193,27,193,391.300000,75520.900000,0.010481
2022-12-11,Performance,216,62,216,543.482500,117392.220000,0.029935
2022-12-11,Suspension,220,39,220,626.378000,137803.160000,0.010978
2022-12-11,Towing,91,62,91,323.840000,29469.440000,0.083109
2022-12-12,Exterior,27,62,27,453.770000,12251.790000,0.326003
2022-12-12,Interior,361,55,361,55.170000,19916.370000,0.117551
2022-12-12,Lighting,263,26,263,598.040000,157284.520000,0.020342
2022-12-12,Performance,111,38,111,306.370000,34007.070000,0.097458
2022-12-12,Suspension,274,49,274,864.843333,236967.073242,0.003849
2022-12-13,Exterior,321,40,321,769.055000,246866.655000,0.015453
2022-12-13,Interior,207,33,207,880.183333,182197.949931,0.006556
2022-12-13,Performance,182,34,182,792.225000,144184.950000,0.031746
2022-12-13,Suspension,155,86,155,612.820000,94987.100000,0.031130
2022-12-13,Towing,192,35,192,1087.430000,208786.560000,0.006088
2022-12-14,Exterior,219,55,219,893.085000,195585.615000,0.026314
2022-12-14,Interior,204,62,204,1162.795000,237210.180000,-0.001516
2022-12-14,Performance,95,48,95,539.063333,51211.016635,0.034564
2022-12-15,Exterior,243,55,243,458.976666,111531.329838,0.030916
2022-12-15,Interior,357,22,357,1183.210000,422405.970000,0.001014
2022-12-15,Lighting,295,54,295,1094.003333,322730.983235,0.002833
2022-12-15,Performance,117,44,117,770.187500,90111.937500,0.037416
2022-12-15,Suspension,199,32,199,592.963333,117999.703267,0.000173
2022-12-16,Exterior,186,39,186,565.182000,105123.852000,0.033244
2022-12-16,Interior,183,55,183,526.360000,96323.880000,0.020028
2022-12-16,Performance,239,51,239,686.903333,164169.896587,0.024377
2022-12-16,Suspension,136,45,136,561.810000,76406.160000,-0.000509
2022-12-16,Towing,188,11,188,1093.630000,205602.440000,0.012287
2022-12-17,Exterior,287,56,287,781.900000,224405.300000,0.018110
2022-12-17,Interior,397,39,397,57.250000,22728.250000,0.139660
2022-12-17,Lighting,300,42,300,969.590000,290877.000000,0.001987
2022-12-17,Performance,284,6,284,1083.010000,307574.840000,0.008172
2022-12-17,Towing,166,45,166,629.670000,104525.220000,0.016203
2022-12-18,Exterior,272,84,272,93.830000,25521.760000,0.177276
2022-12-18,Interior,232,11,232,835.605000,193860.360000,0.006338
2022-12-18,Lighting,287,69,287,295.530000,84817.110000,0.006059
2022-12-18,Performance,315,41,315,700.396666,220624.949790,0.024759
2022-12-18,Suspension,215,76,215,568.455000,122217.825000,0.018904
2022-12-18,Towing,214,6,214,1017.770000,217802.780000,0.001516
2022-12-19,Exterior,133,47,133,657.490000,87446.170000,0.031973
2022-12-19,Interior,299,69,299,975.740000,291746.260000,0.003924
2022-12-19,Lighting,176,67,176,829.106666,145922.773216,0.021319
2022-12-19,Performance,250,64,250,464.783333,116195.833250,0.016049
2022-12-19,Towing,287,58,287,974.320000,279629.840000,0.003369
2022-12-20,Exterior,263,51,263,267.003333,70221.876579,0.042128
2022-12-20,Lighting,180,45,180,940.610000,169309.800000,0.012379
2022-12-20,Performance,187,45,187,646.924285,120974.841295,0.032967
2022-12-20,Suspension,385,52,385,891.420000,343196.700000,0.008622
2022-12-20,Towing,140,41,140,336.950000,47173.000000,0.002992
2022-12-21,Exterior,181,45,181,1022.450000,185063.450000,0.028688
2022-12-21,Interior,254,55,254,767.880000,195041.520000,0.009642
2022-12-21,Lighting,63,87,63,477.355000,30073.365000,0.028896
2022-12-21,Performance,59,51,59,1072.950000,63304.050000,0.058339
2022-12-22,Exterior,171,38,171,651.245714,111363.017094,0.027941
2022-12-22,Lighting,154,24,154,595.243333,91667.473282,0.020452
2022-12-22,Performance,396,44,396,410.930000,162728.280000,0.019440
2022-12-22,Suspension,157,34,157,405.533333,63668.733281,0.005662
2022-12-23,Exterior,240,37,240,681.290000,163509.600000,0.009299
2022-12-23,Interior,97,67,97,902.025000,87496.425000,0.013995
2022-12-23,Lighting,268,9,268,771.100000,206654.800000,0.003450
2022-12-23,Performance,205,59,205,772.160000,158292.800000,0.014269
2022-12-23,Suspension,263,19,263,539.585000,141910.855000,0.002778
2022-12-23,Towing,205,28,205,352.205000,72202.025000,0.022258
2022-12-24,Exterior,235,30,235,734.220000,172541.700000,0.011992
2022-12-24,Lighting,280,68,280,240.270000,67275.600000,0.001721
2022-12-24,Performance,294,74,294,580.710000,170728.740000,0.011295
2022-12-24,Suspension,200,28,200,482.696666,96539.333200,0.034903
2022-12-24,Towing,143,49,143,115.220000,16476.460000,0.066877
2022-12-25,Exterior,194,47,194,794.940000,154218.360000,0.016611
2022-12-25,Interior,122,36,122,1019.006666,124318.813252,0.022993
2022-12-25,Lighting,186,25,186,780.740000,145217.640000,0.014864
2022-12-25,Performance,120,56,120,784.507500,94140.900000,0.045845
2022-12-25,Suspension,111,82,111,765.070000,84922.770000,0.012365
2022-12-25,Towing,375,20,375,733.840000,275190.000000,0.000666
2022-12-26,Exterior,277,43,277,302.990000,83928.230000,0.035090
2022-12-26,Lighting,193,66,193,379.660000,73274.380000,0.019652
2022-12-26,Performance,156,51,156,991.435000,154663.860000,0.016894
2022-12-26,Suspension,199,59,199,767.680000,152768.320000,0.004204
2022-12-27,Exterior,113,68,113,887.660000,100305.580000,0.069172
2022-12-27,Interior,23,32,23,1047.675000,24096.525000,0.072259
2022-12-27,Performance,379,45,379,48.700000,18457.300000,0.084965
2022-12-27,Suspension,133,56,133,148.293333,19723.013289,0.043179
2022-12-27,Towing,184,24,184,624.580000,114922.720000,0.013436
2022-12-28,Interior,169,34,169,75.360000,12735.840000,0.220820
2022-12-28,Performance,304,62,304,661.455000,201082.320000,0.022669
2022-12-28,Suspension,218,46,218,619.270000,135000.860000,0.010837
2022-12-28,Towing,83,22,83,1045.470000,86774.010000,0.000078
2022-12-29,Exterior,211,34,211,810.737500,171065.612500,0.015967
2022-12-29,Interior,262,8,262,732.990000,192043.380000,0.017510
2022-12-29,Lighting,95,67,95,257.025000,24417.375000,0.037290
