ShipmentFactID,DateID,CustomerID,ProductID,WarehouseID,CarrierID,LocationID,ShippingCost,DeliveryTimeDays
5242,1544,3948,2290,791,823,610,40.47,4
5243,1387,4508,2407,787,823,682,47.30,6
5244,2233,6292,1666,789,818,671,23.07,22
5245,2112,6966,2124,789,820,679,29.52,2
5246,3200,7057,2564,788,819,659,28.06,10
5247,2791,1417,829,791,820,744,31.31,29
5248,1512,2387,1305,790,820,807,37.42,9
5249,2950,5836,2179,792,817,639,27.02,17
5250,949,1971,1250,790,823,800,11.21,27
5251,924,5265,1214,790,818,771,19.46,19
5252,2267,6955,2770,791,820,611,47.86,1
5253,2102,1802,1810,788,816,757,43.33,1
5254,2415,1330,2823,788,817,721,56.30,6
5255,2081,5074,1427,787,822,829,57.57,10
5256,863,3222,1848,791,819,662,60.73,25
5257,2616,2491,1247,789,822,844,24.73,15
5258,1241,6385,2316,788,820,867,28.76,26
5259,2190,5044,1167,787,817,639,20.97,8
5260,3242,6201,410,789,818,855,39.40,21
5261,1898,951,2899,792,817,771,24.19,19
5262,946,1262,1554,790,821,726,16.11,7
5263,1143,1624,2402,787,823,729,31.70,18
5264,3112,7254,2580,790,820,830,29.73,1
5265,2200,7112,948,793,821,860,29.69,15
5266,1599,1891,1182,790,817,576,31.53,5
5267,2723,5764,1070,791,815,736,27.59,2
5268,2458,4386,511,790,816,637,50.73,3
5269,1649,6731,2660,792,819,750,37.39,8
5270,1235,1533,1728,793,815,617,23.45,22
5271,2392,2079,2843,788,820,829,62.43,10
5272,3031,3737,2842,789,815,765,21.77,19
5273,2333,6511,2416,793,816,757,9.26,9
5274,2611,175,2930,792,822,849,42.63,28
5275,1999,6116,1676,790,823,637,48.37,1
5276,860,5970,749,788,815,856,12.68,11
5277,1546,759,2283,791,821,824,32.44,9
5278,2217,6836,1668,788,823,619,12.83,26
5279,2626,5868,2902,787,819,627,53.79,8
5280,1415,5021,905,788,819,827,34.66,2
5281,2096,4083,1062,791,815,750,24.86,15
5282,1446,1230,711,793,823,631,9.92,28
5283,954,6295,1147,787,819,737,49.40,8
5284,1572,1739,1766,792,819,602,63.20,18
5285,1197,1811,1811,792,816,716,61.08,17
5286,3007,3850,1617,792,818,589,61.59,4
5287,1546,5221,1302,787,818,815,18.88,27
5288,3115,2426,2065,787,818,650,24.10,11
5289,3167,4986,482,792,817,652,37.18,23
5290,1163,2559,2886,791,818,790,40.46,1
5291,2285,6897,2249,793,817,768,42.48,14
5292,1682,1088,2496,791,819,699,63.37,25
5293,2398,992,2795,790,818,645,37.94,6
5294,3190,5486,849,787,822,635,11.40,11
5295,2777,6314,2314,790,823,629,45.45,26
5296,1521,4193,2785,789,817,668,48.01,7
5297,3082,2427,2265,787,819,760,43.75,24
5298,1238,2979,1970,790,821,842,57.35,29
5299,1822,1833,780,789,821,718,21.33,27
5300,2237,2037,2614,792,820,630,19.55,20
5301,2499,6213,2876,789,815,641,17.68,8
5302,2593,6970,1377,788,818,577,16.90,21
5303,976,5372,822,789,818,792,19.33,1
5304,2156,5716,1324,787,819,878,31.01,9
5305,932,1121,2058,793,816,665,37.94,27
5306,1664,2574,852,793,820,872,21.22,27
5307,2897,2019,1717,787,823,640,36.95,22
5308,1498,4386,1382,793,822,583,52.91,22
5309,2174,5771,1418,788,821,668,56.01,11
5310,1214,465,472,791,815,599,20.29,18
5311,2341,4622,1024,788,821,846,26.46,4
5312,1591,299,952,787,817,724,23.13,11
5313,1801,1075,1549,787,817,753,44.50,10
5314,2476,7055,2434,793,821,866,11.95,25
5315,1949,6603,1407,789,823,629,33.19,2
5316,2053,5634,2704,787,820,702,28.00,10
5317,2942,266,984,789,821,773,49.95,29
5318,3083,1908,1050,789,821,731,44.27,5
5319,3017,1393,1864,788,818,573,24.46,12
5320,2906,4228,1598,789,821,624,62.49,17
5321,1405,213,1058,791,816,877,64.28,21
5322,1009,1540,1236,787,815,722,55.41,17
5323,1073,1701,1109,788,817,701,26.11,23
5324,872,3489,1863,790,817,700,16.79,29
5325,1145,3976,2911,789,815,685,35.99,18
5326,1169,6034,1647,792,820,674,12.40,5
5327,2708,4401,1326,787,821,612,39.08,9
5328,1668,1843,2761,791,820,767,40.92,17
5329,1734,7216,2193,791,817,805,9.62,23
5330,1471,5439,1132,788,819,675,62.00,27
5331,2712,719,1628,788,815,730,40.64,28
5332,994,3494,1488,787,818,612,13.19,18
5333,1337,6697,466,793,820,795,13.14,14
5334,2565,2172,1622,791,818,588,53.01,3
5335,1485,2870,1313,790,822,625,26.74,19
5336,2026,2557,1102,792,819,777,49.44,23
5337,2521,4505,2343,791,822,661,47.68,13
5338,1281,5204,1868,789,817,749,51.05,15
5339,2154,1983,1420,792,819,693,64.73,20
5340,1586,1473,2934,793,816,676,33.53,8
5341,1944,2325,1309,788,820,883,46.09,3
5342,3025,5554,2109,787,816,811,18.57,3
5343,3029,2792,2521,793,820,762,21.09,22
5344,2877,6087,1445,791,818,629,17.10,15
5345,1120,7105,1226,787,817,767,10.70,8
5346,848,3708,996,788,821,636,56.50,10
5347,1339,3655,1992,790,822,686,42.86,1
5348,2790,835,968,791,819,655,41.75,10
5349,2792,4656,2434,792,818,866,22.37,29
5350,874,4284,1127,791,820,828,43.73,3
5351,2242,685,2813,791,817,778,20.02,18
5352,2584,1315,484,790,815,631,17.98,28
5353,3239,1340,2023,792,815,584,26.23,25
5354,1526,5668,2742,793,820,627,55.78,21
5355,2201,6900,1348,792,818,689,15.36,14
5356,1989,866,1401,791,816,881,17.94,8
5357,2477,2422,1367,793,820,706,52.90,17
5358,2676,227,1504,789,823,675,63.95,18
5359,931,5610,2519,788,820,755,20.13,25
5360,1871,822,1071,790,819,679,19.89,17
5361,1040,831,2288,792,817,742,16.37,12
5362,1245,3944,2134,793,822,709,15.45,26
5363,2416,4921,1862,790,822,822,23.42,11
5364,1822,1485,1607,787,820,624,22.40,20
5365,3087,3693,2052,788,823,601,19.22,26
5366,2887,1121,2534,792,823,696,43.34,21
5367,2685,495,1962,790,823,618,18.33,13
5368,1897,1805,816,793,815,865,40.88,6
5369,1473,5096,1716,791,822,636,53.56,3
5370,2130,5504,1807,789,823,817,40.19,6
5371,2791,6884,778,791,822,697,63.33,27
5372,1152,7511,1048,792,819,810,20.17,13
5373,3208,1205,492,793,821,808,37.86,28
5374,1141,3707,467,793,819,639,13.90,15
5375,1453,3864,1357,790,816,696,22.83,1
5376,845,657,2776,792,818,793,27.91,9
5377,1155,7365,2497,789,823,730,16.76,10
5378,1598,2106,2499,790,822,719,12.68,11
5379,1761,5754,1986,790,821,633,23.87,10
5380,2630,6725,2603,793,819,707,9.60,13
5381,1888,4755,2743,789,821,844,31.14,8
5382,1286,4216,2275,790,822,716,28.21,27
5383,1687,7305,2361,790,816,777,52.04,29
5384,946,7207,760,792,823,573,63.99,15
5385,1995,3195,1115,793,815,663,55.29,17
5386,1324,5071,1773,788,820,710,45.37,3
5387,887,4001,1727,793,819,786,41.05,17
5388,2343,3862,1137,791,821,787,23.27,22
5389,2772,4564,1633,791,821,636,21.36,26
5390,889,2721,2219,788,822,887,11.32,7
5391,3088,3638,1176,793,819,807,31.53,22
5392,1358,629,2794,787,821,644,41.07,18
5393,1570,4353,973,793,818,838,25.50,18
5394,2555,2924,2714,792,819,728,58.56,2
5395,874,5018,1529,791,818,876,42.62,27
5396,1531,3255,1993,792,815,688,46.54,25
5397,1897,5546,726,792,821,753,55.37,27
5398,2922,4244,1059,792,815,807,54.02,8
5399,2271,2665,1774,789,819,850,23.23,6
5400,2658,2911,1495,790,823,742,13.89,1
5401,994,4312,625,789,819,802,54.46,26
5402,2182,6782,2246,789,820,818,59.78,23
5403,1948,6386,2057,790,815,667,57.05,24
5404,3122,3217,1372,788,823,744,15.73,7
5405,3198,1637,910,792,815,738,27.24,12
5406,2576,5076,2099,789,822,656,24.22,18
5407,1819,1346,942,791,816,823,32.17,17
5408,1340,4222,1943,788,819,664,14.59,1
5409,3113,7657,2732,791,823,601,12.54,4
5410,1635,3276,701,791,817,750,49.17,8
5411,2500,1008,1324,792,823,768,47.83,2
5412,1129,5612,2646,793,815,852,46.67,26
5413,2030,1120,488,793,816,797,35.77,19
5414,2735,5512,2157,788,823,606,52.16,5
5415,3073,3491,2718,793,821,754,14.70,15
5416,2975,3179,1236,791,815,763,48.65,21
5417,2676,6692,1518,791,818,741,55.75,2
5418,995,6721,1398,790,816,651,26.00,15
5419,2248,1468,2145,792,818,653,33.72,16
5420,1640,3066,550,789,822,582,37.88,26
5421,1862,5657,2587,792,817,693,63.05,18
5422,927,4701,955,788,816,582,57.58,8
5423,1931,3226,1235,788,819,879,36.73,10
5424,2459,6267,456,789,821,586,36.25,9
5425,1970,928,1742,790,815,777,34.52,27
5426,1788,1031,983,790,823,743,60.86,29
5427,1204,6625,2806,787,820,854,22.02,23
5428,3210,1004,2464,789,818,702,19.38,11
5429,1326,263,1150,790,819,593,60.27,15
5430,2276,5371,2619,791,819,862,51.53,27
5431,1949,2355,2743,788,821,843,50.99,19
5432,1701,3543,2679,787,819,805,32.65,26
5433,2204,4009,678,790,823,656,52.66,15
5434,1758,6321,730,788,815,729,38.90,6
5435,1565,3394,529,791,820,805,60.94,16
5436,3212,2553,1309,789,821,575,45.31,26
5437,2372,5899,1140,788,815,840,33.52,20
5438,2645,6076,1808,791,817,578,10.52,28
5439,2988,4716,1269,792,816,630,56.59,24
5440,1452,4626,2482,790,816,649,25.20,6
5441,2389,871,818,789,820,784,63.04,5
5442,1233,2978,2719,792,816,606,59.55,16
5443,1703,1395,1469,790,815,655,28.47,7
5444,902,799,2216,792,815,660,37.14,29
5445,2902,6375,823,792,820,742,17.03,11
5446,1648,696,946,787,822,619,36.54,1
5447,2212,1312,2564,792,821,581,34.06,2
5448,2167,5349,2923,793,819,577,41.13,26
5449,3211,6931,888,792,815,859,42.24,1
5450,1121,6452,1677,788,822,613,44.50,2
5451,2776,6154,568,789,821,643,43.07,9
5452,1310,590,1740,793,818,869,58.55,22
5453,1861,6532,2234,791,821,631,60.74,12
5454,1679,3178,2931,788,818,860,27.24,13
5455,1064,3715,1302,789,821,618,31.02,14
5456,2576,4692,1343,793,816,627,45.47,23
5457,1902,3941,1169,792,817,688,64.80,20
5458,1424,2679,2644,791,815,801,40.79,25
5459,1694,996,1387,790,815,845,64.52,29
5460,1891,262,1759,790,821,768,15.01,11
5461,1260,1437,760,790,818,746,63.45,8
5462,2269,6139,694,788,819,827,47.42,21
5463,2198,7378,2092,792,823,807,56.55,6
5464,1735,3832,2296,789,820,790,59.48,2
5465,980,483,1224,792,819,789,35.82,24
5466,1527,2581,1753,790,815,601,24.12,4
5467,2509,4651,2223,789,815,815,9.14,16
5468,1162,7486,2003,790,816,732,48.39,9
5469,2942,154,1115,788,818,864,16.22,3
5470,1990,7348,2154,788,816,657,9.11,10
5471,865,6473,1646,788,817,807,60.34,23
5472,2542,3581,1144,791,821,817,28.48,15
5473,1091,2221,2140,791,817,654,31.97,9
5474,856,4638,1393,789,821,641,11.24,20
5475,3015,6183,2308,792,815,846,25.84,14
5476,1876,4121,1462,793,815,737,43.77,6
5477,1939,4571,1022,789,815,869,34.89,26
5478,2555,3522,1546,793,819,612,62.70,21
5479,2883,3618,2243,792,817,700,16.03,28
5480,2840,4984,1861,788,817,797,62.30,14
5481,1625,7070,2035,787,821,628,35.15,29
5482,1210,625,2127,790,815,862,17.35,10
5483,2517,2448,2726,787,818,576,63.26,5
5484,1318,5417,1034,787,816,858,27.23,8
5485,1080,6596,1370,791,815,730,31.96,14
5486,1703,6953,2163,788,815,595,46.70,12
5487,2644,4649,2026,790,817,875,23.04,16
5488,2559,1604,833,790,815,595,35.92,28
5489,1757,4976,765,788,820,766,51.54,16
5490,3150,586,1644,791,818,868,19.84,17
5491,3189,6626,1126,788,816,701,59.01,22
5492,2675,7396,2038,791,817,850,60.98,28
5493,2046,4204,1658,792,820,576,19.86,21
5494,1830,5624,951,791,819,801,14.32,11
5495,3197,4802,1441,787,815,791,11.78,16
5496,978,4095,1374,793,821,833,19.52,12
5497,1993,5901,2595,793,819,829,45.34,23
5498,2442,1852,2004,791,822,613,54.61,15
5499,2501,6811,2498,788,815,610,33.00,14
5500,1004,904,1766,791,823,846,25.24,7
5501,922,1789,1420,789,819,807,24.62,27
5502,1934,3939,2134,790,821,881,56.49,12
5503,3073,3076,1501,788,820,574,29.61,25
5504,885,5963,1329,790,819,758,30.48,19
5505,1299,5992,2890,791,819,861,23.49,4
5506,1258,2057,1544,791,821,672,57.91,1
5507,2016,1774,965,792,815,845,12.62,4
5508,3172,7117,1514,793,817,667,63.07,24
5509,1377,4509,1646,788,821,666,48.05,25
5510,3175,1430,1304,788,818,675,40.20,11
5511,2827,5952,621,789,815,757,31.91,9
5512,3109,1862,1964,792,818,693,57.99,28
5513,2081,3528,1053,793,819,593,37.14,23
5514,2034,1513,570,788,823,592,28.65,22
5515,2049,4077,812,788,821,822,58.11,29
5516,2305,6209,1169,791,820,819,10.01,16
5517,2695,1130,1492,788,816,705,20.85,17
5518,2294,3579,1446,790,823,654,20.88,27
5519,2982,7497,994,791,815,845,56.64,8
5520,1050,4386,1716,792,815,794,23.49,25
5521,2336,4023,2342,793,821,856,45.22,23
5522,1759,3357,1938,788,817,875,54.69,10
5523,1022,1265,2002,793,821,836,40.23,18
5524,1812,341,1770,788,818,806,22.25,6
5525,1775,7010,1381,792,816,688,56.15,27
5526,2601,1742,997,791,818,624,51.53,29
5527,1889,6073,1254,787,817,731,40.34,27
5528,2132,6139,1001,792,816,652,63.11,11
5529,2424,4690,2730,789,820,675,14.17,27
5530,2340,5969,2276,787,822,730,63.10,25
5531,2442,5710,1558,789,823,872,26.24,1
5532,841,2749,661,788,819,735,31.33,14
5533,2760,749,904,790,820,889,32.71,16
5534,2998,5892,1569,787,815,744,58.21,12
5535,1335,2320,2635,789,819,825,14.11,11
5536,1922,5140,2014,789,823,576,63.25,14
5537,845,1684,1561,789,820,832,55.41,7
5538,1060,866,694,789,822,867,42.48,18
5539,1770,3868,1786,790,821,673,32.34,28
5540,2054,4236,889,789,820,777,64.49,24
5541,2137,5602,1675,787,820,753,10.84,9
5542,1767,4311,2026,791,816,677,13.12,19
5543,2519,5982,1687,792,823,777,57.46,14
5544,3021,2531,2177,791,817,657,42.86,12
5545,2615,1809,1374,792,822,639,20.97,14
5546,1880,793,1363,791,822,665,61.42,25
5547,1969,6867,2408,789,818,701,61.87,13
5548,2949,3490,1232,792,815,839,18.52,23
5549,3156,3266,1451,789,822,852,45.61,1
5550,1911,1595,1554,790,815,774,46.62,11
5551,1199,2069,808,791,822,748,46.63,18
5552,1960,5830,1098,788,816,825,63.95,23
5553,2013,6974,1280,793,821,782,42.89,11
5554,1468,7505,1210,787,815,623,16.53,3
5555,3242,2310,2246,790,823,720,10.42,29
5556,1089,5044,1925,791,818,613,12.88,19
5557,2589,4944,1485,789,817,784,20.61,28
5558,2064,572,2704,788,819,767,64.25,4
5559,3153,5674,1925,788,820,654,43.31,10
5560,1073,5050,415,790,821,754,31.46,15
5561,2950,6754,1514,788,820,632,31.24,9
5562,896,7394,447,793,822,737,19.53,23
5563,831,2730,1826,792,823,745,12.55,19
5564,1202,4064,777,789,816,765,24.70,14
5565,3026,3104,1514,787,823,598,17.75,1
5566,1752,380,2456,790,823,660,22.92,21
5567,1463,2974,2793,788,815,873,33.42,16
5568,3103,7126,1016,790,815,634,47.53,23
5569,1128,5196,2408,792,815,708,12.58,11
5570,2437,5109,640,792,816,787,32.41,3
5571,2132,7653,2111,788,818,824,36.23,1
5572,2733,815,2781,792,819,817,34.51,4
5573,993,6359,2384,787,819,685,19.72,17
5574,1466,2383,1737,793,819,777,15.94,28
5575,2682,7169,2662,791,815,634,31.30,6
5576,2762,1935,906,789,817,663,54.43,5
5577,970,805,664,792,820,809,50.94,9
5578,2782,4509,2371,792,816,685,14.13,12
5579,995,1507,1408,789,819,614,60.93,29
5580,3031,5161,1742,790,816,616,21.03,27
5581,1927,4790,2392,793,818,656,35.06,22
5582,1730,7453,1426,791,819,660,26.56,15
5583,1364,4759,474,791,822,668,45.19,4
5584,1723,1370,1822,792,817,877,16.85,21
5585,2610,3106,1414,793,818,815,58.10,12
5586,2557,5092,2261,791,820,580,29.18,22
5587,1810,7097,2256,790,817,668,43.53,11
5588,1136,3757,1706,792,815,702,15.37,18
5589,3210,6761,1636,787,820,777,54.92,16
5590,2942,229,1698,792,816,611,29.34,20
5591,2602,3131,1825,787,823,648,12.15,12
5592,1652,1497,2183,790,817,721,21.83,9
5593,2740,6955,2052,790,818,577,12.71,17
5594,3027,1506,2774,791,818,800,55.00,3
5595,1474,3837,1457,788,816,625,49.34,23
5596,2032,3592,1945,788,815,616,48.57,2
5597,2046,337,523,787,817,709,43.72,8
5598,2038,5942,1284,788,817,818,42.89,14
5599,2626,6582,1609,792,815,677,43.51,14
5600,3037,6277,1335,789,818,714,23.09,19
5601,1090,3264,1487,787,818,758,61.86,7
5602,1133,5267,1479,791,815,822,33.66,21
5603,2146,5683,877,788,815,661,57.70,23
5604,2178,4155,910,787,815,587,57.86,6
5605,2771,5438,1695,790,816,656,58.48,16
5606,1947,6592,1608,792,820,761,36.30,7
5607,1951,4132,2227,793,816,819,18.64,18
5608,2480,1757,1425,793,819,646,48.71,28
5609,2973,3656,2003,787,817,586,25.20,2
5610,3153,7182,775,793,823,652,11.46,10
5611,1933,2059,2366,790,816,817,37.13,4
5612,3147,5690,739,790,815,655,47.05,26
5613,2384,4482,1967,792,818,708,44.53,25
5614,2921,2139,1842,788,818,884,21.33,11
5615,1900,1541,1189,787,819,794,26.81,14
5616,2863,5827,2676,788,816,773,59.55,21
5617,1454,4749,2394,793,815,668,27.70,8
5618,2161,2662,1755,793,821,685,23.21,8
5619,854,6290,2073,793,817,695,11.08,6
5620,2271,7206,2747,788,815,710,61.49,4
5621,2378,3915,2180,791,819,876,60.84,8
5622,1699,1956,2178,787,821,747,19.51,7
5623,993,6616,2816,789,819,668,11.75,18
5624,2731,3277,432,793,823,798,15.49,24
5625,970,364,858,793,817,726,38.51,14
5626,2322,976,2769,787,822,862,53.98,20
5627,1910,4623,2716,792,815,705,30.03,5
5628,2135,6644,1951,790,819,629,41.42,9
5629,2910,4153,1537,791,822,840,12.54,8
5630,1459,3219,2802,792,819,608,11.52,25
5631,1516,6330,1953,788,817,711,56.51,7
5632,926,4070,713,789,820,777,60.69,12
5633,2318,2449,659,792,816,874,44.85,3
5634,1525,3641,617,790,821,671,12.53,4
5635,839,1198,1458,787,820,745,50.57,4
5636,2385,6238,2096,791,820,737,15.29,29
5637,1466,903,2796,789,821,726,36.98,12
5638,2534,1231,669,793,821,830,51.43,16
5639,1493,4248,908,791,816,824,14.26,6
5640,2041,1535,1455,792,818,640,27.19,8
5641,2205,2585,764,793,816,733,13.45,24
5642,1860,3784,1510,791,818,655,28.46,12
5643,1758,4917,2524,793,815,663,38.34,17
5644,3112,4681,891,792,821,833,50.51,17
5645,1841,6897,397,793,817,690,21.49,22
5646,2010,6760,944,789,816,841,38.34,5
5647,2779,5407,1905,789,817,733,47.68,9
5648,2331,5979,2432,791,815,690,26.02,21
5649,3100,5849,2481,787,819,740,45.39,21
5650,2620,565,682,792,818,606,43.74,26
5651,2298,4075,1777,793,817,739,48.60,14
5652,2182,6098,1003,790,819,597,17.47,16
5653,2515,1790,1296,790,820,809,19.69,16
5654,2059,6260,645,787,818,702,59.93,6
5655,2391,1053,1949,792,821,807,12.00,4
5656,997,7621,1939,793,816,602,47.78,29
5657,2945,6186,2778,787,817,773,15.46,13
5658,2590,1498,2487,791,823,582,37.77,14
5659,1172,3446,1580,787,815,591,20.96,28
5660,2334,3218,2421,791,817,721,47.20,22
5661,2016,4759,1308,792,816,604,48.55,4
5662,2052,1176,2201,793,822,787,57.49,20
5663,2173,4742,1994,792,817,885,41.89,18
5664,1759,1594,2041,788,818,628,32.23,4
5665,1230,1766,842,790,818,850,47.36,18
5666,2247,6912,2063,793,818,879,44.25,20
5667,2964,6507,1401,793,820,723,41.20,6
5668,2148,5622,2818,793,817,723,37.74,29
5669,1408,6961,1034,790,820,642,52.93,29
5670,2592,7659,2620,791,820,742,15.45,15
5671,994,4489,1380,787,822,736,58.59,8
5672,1548,1042,2370,787,817,655,37.15,10
5673,2514,4695,593,787,821,704,59.27,24
5674,1869,3531,1013,793,815,889,13.87,10
5675,1330,2514,2377,790,821,822,53.19,27
5676,1296,4573,441,789,817,837,35.98,11
5677,872,5112,2108,791,821,803,63.25,18
5678,2593,1812,1806,789,821,765,42.80,19
5679,3111,4159,934,791,818,799,44.79,28
5680,1072,2055,699,787,815,833,32.99,1
5681,2222,1542,823,791,820,747,17.17,12
5682,3081,5636,1155,793,822,816,10.10,2
5683,2791,5602,1146,790,822,634,22.39,26
5684,2925,7458,909,793,815,855,46.49,7
5685,2981,4618,2094,789,818,879,59.50,9
5686,2461,5373,1902,793,819,798,21.07,22
5687,1622,2042,567,788,816,710,16.17,12
5688,1109,5322,2504,790,821,775,64.53,2
5689,2513,3406,1035,791,819,820,48.93,18
5690,2443,370,1808,790,821,577,52.12,10
5691,2008,1608,1113,791,820,578,41.46,22
5692,1334,1257,450,788,820,677,22.53,26
5693,1014,3220,1074,788,818,726,44.14,10
5694,1499,708,1658,791,820,715,20.70,19
5695,3132,4361,600,789,821,812,53.40,22
5696,1121,3755,1750,792,820,848,37.76,18
5697,1497,7322,2595,788,817,871,43.49,16
5698,1538,2746,1059,787,822,680,23.28,16
5699,2793,3791,752,789,820,870,38.34,6
5700,1269,3051,2607,791,821,770,43.84,29
5701,2357,6582,766,790,823,827,26.46,12
5702,814,5065,2290,788,817,685,34.05,19
5703,2761,4728,2119,790,819,731,37.48,14
5704,1281,7081,896,792,820,865,51.76,13
5705,1171,3022,412,787,815,680,64.07,14
5706,2413,5276,1534,787,822,599,49.92,7
5707,1373,6747,2108,792,821,606,60.02,19
5708,1466,1277,685,793,818,666,46.30,26
5709,2814,7055,1321,791,815,648,19.48,18
5710,929,3587,2084,791,816,769,27.20,28
5711,966,2217,2870,792,815,599,51.23,16
5712,2475,6740,1031,788,822,735,23.32,12
5713,2375,6562,580,787,816,778,31.23,13
5714,1928,4439,2307,789,821,841,12.08,28
5715,2456,7454,2761,793,818,656,42.60,26
5716,2222,1516,1715,792,817,879,35.45,19
5717,1779,3827,2250,791,816,766,59.33,14
5718,1811,1555,755,788,822,749,13.39,22
5719,848,6531,1633,792,822,640,14.63,11
5720,2670,579,2182,792,819,852,58.10,6
5721,1896,4408,1681,790,818,749,9.06,4
5722,2881,841,509,789,817,803,62.81,13
5723,1734,4318,1780,788,822,617,15.93,17
5724,1649,565,2390,790,818,712,50.28,9
5725,2051,5893,1005,790,818,754,12.09,20
5726,1660,3042,847,787,815,719,54.57,13
5727,2273,6036,2793,788,817,689,13.96,14
5728,3149,4753,2008,793,820,622,43.44,13
5729,1524,1540,2212,791,817,651,17.10,23
5730,3220,2264,531,791,817,657,58.85,9
5731,2154,5660,2678,792,823,725,35.34,25
5732,3038,5370,862,793,817,642,46.02,19
5733,2161,5849,1406,787,818,774,15.83,20
5734,2495,2928,1544,791,819,760,51.89,20
5735,1485,263,951,793,818,774,9.42,10
5736,1116,4367,2855,790,822,707,30.05,26
5737,3199,1813,451,792,821,677,61.45,28
5738,1054,5212,1686,788,818,836,13.83,27
5739,2435,2934,2202,793,822,702,60.54,3
5740,2575,295,698,792,821,678,9.95,14
5741,3145,5759,2775,793,820,729,44.45,5
5742,3065,5644,583,788,816,679,17.09,16
5743,1646,2109,464,793,815,644,53.11,27
5744,1852,3473,1575,791,818,711,48.37,24
5745,3095,7057,811,791,819,626,60.37,6
5746,3036,2694,2061,793,820,858,21.12,15
5747,2355,4299,933,789,815,839,46.61,26
5748,2186,2786,2287,793,818,831,37.09,23
5749,1779,5287,2082,790,820,651,14.61,7
5750,3199,6566,1612,789,818,844,54.21,21
5751,3106,3687,1596,793,818,826,10.95,28
5752,2693,244,2885,788,820,836,50.37,6
5753,1717,6704,1095,789,819,670,37.55,2
5754,1613,7172,2154,791,815,741,30.68,24
5755,2529,5026,1526,791,816,746,56.24,23
5756,2069,665,1738,790,816,625,51.20,15
5757,2908,1746,922,787,819,772,39.34,9
5758,2484,6831,1904,789,820,775,23.28,22
5759,1373,721,2418,788,819,640,61.58,26
5760,2440,5147,2372,790,816,755,47.72,27
5761,1267,3636,1002,787,818,637,56.98,7
5762,2072,783,707,791,815,831,14.99,23
5763,1544,2699,2610,789,821,804,47.08,24
5764,3035,3354,483,792,822,724,13.98,23
5765,2347,652,1804,792,815,669,14.94,15
5766,2937,759,2494,789,815,688,57.59,23
5767,2884,3266,1758,792,822,767,49.17,6
5768,930,5007,1669,790,818,621,18.40,11
5769,2613,1965,2444,789,817,831,19.97,8
5770,1048,4377,1473,790,823,695,63.55,18
5771,1885,1577,1036,791,820,637,47.50,21
5772,1019,3882,2134,791,816,651,46.74,20
5773,1969,6952,2369,790,820,736,35.71,8
5774,2428,4405,2020,793,818,831,49.42,21
5775,2316,5816,2344,793,815,680,52.33,22
5776,1955,1490,1208,788,816,862,17.20,29
5777,3086,5768,2809,793,823,737,61.78,20
5778,3212,1617,446,793,822,876,25.21,6
5779,2724,672,1560,792,818,812,16.47,21
5780,1979,7209,2404,793,820,576,51.90,25
5781,1307,3961,1005,790,820,593,20.12,25
5782,954,3954,2169,788,820,669,40.37,24
5783,2788,2594,2241,793,823,634,61.68,8
5784,2115,6276,2552,788,816,733,60.87,27
5785,1845,5716,1976,789,817,781,49.81,5
5786,1992,6081,875,792,815,624,35.08,23
5787,3096,2145,1172,792,823,715,56.72,5
5788,1629,6504,2454,793,821,690,26.58,18
5789,2107,544,2082,789,820,886,34.56,16
5790,1727,4477,954,787,817,851,34.03,6
5791,1417,1853,2053,789,818,734,56.26,26
5792,2708,4064,2523,792,817,662,43.46,10
5793,2536,699,2002,789,823,836,12.85,4
5794,1352,4492,1620,788,816,635,12.41,15
5795,2129,2161,2907,790,815,743,25.39,20
5796,1832,2469,911,787,816,756,36.86,11
5797,1264,5326,514,787,819,790,16.51,14
5798,1366,2943,1671,790,822,777,46.88,15
5799,1893,5504,2436,790,823,669,32.63,15
5800,1001,6589,1867,787,823,643,19.86,5
5801,3079,882,1762,793,820,625,9.23,7
5802,3066,7259,2649,787,820,722,42.04,4
5803,2833,5569,1936,789,817,739,25.77,25
5804,2964,4015,2396,788,815,664,20.81,19
5805,3208,2663,1000,787,822,886,35.39,13
5806,2694,2120,1322,791,823,805,9.48,13
5807,2056,6134,707,793,823,863,56.45,12
5808,1310,7047,2221,793,815,684,32.43,21
5809,3132,6157,1995,788,818,700,19.27,29
5810,2088,2356,2643,789,815,745,48.27,3
5811,1575,3684,1440,788,820,661,58.88,17
5812,2735,6430,844,787,815,820,58.55,17
5813,1098,2261,1732,791,819,587,39.19,29
5814,1438,6421,2035,792,821,887,16.47,14
5815,2595,391,1593,791,816,787,47.60,10
5816,1731,5087,2574,787,819,749,16.26,3
5817,1720,7270,450,789,819,852,25.04,2
5818,1918,5270,950,792,815,594,46.98,5
5819,2472,3994,1801,790,820,839,41.33,14
5820,1893,3861,1397,789,819,627,20.05,24
5821,2507,6263,2774,792,818,876,54.75,3
5822,1944,2134,1427,790,817,844,12.60,21
5823,2714,6952,2811,793,822,684,15.60,5
5824,2131,2096,2073,791,816,874,41.61,12
5825,2959,1128,2576,787,823,861,56.76,5
5826,2161,5926,1007,789,823,643,9.87,26
5827,1128,7116,1193,791,817,811,57.32,11
5828,3124,7316,751,790,816,749,35.67,10
5829,2168,1891,1856,791,818,749,35.66,12
5830,1641,5899,2202,787,822,764,40.84,20
5831,1228,4345,1866,790,821,831,36.98,4
