FullDate,SubCategory,Brand,SalesChannel,Category,ReturnAmt,ReturnQty,ReturnRate_Value,ReasonName
2024-10-10,Running Boards,Putco,InStore,Exterior,15167779.34,12982,9549.997514,"Missing Parts "
2022-08-22,Cold Air Intakes,K&N,Web,Performance,8466388.25,25822,5435.696904,"Ordered by Mistake "
2025-02-04,Running Boards,Flowmaster,Web,Exterior,15013039.91,12911,9638.865371,"Warranty Claim "
2019-04-21,NULL,Tyger Auto,InStore,Performance,9391698.08,25964,5913.235770,"Better Price Found "
2020-07-13,LED Light Bars,Husky Liners,InStore,Lighting,14221391.54,12982,8954.128672,"Wrong Item "
2021-06-03,LED Light Bars,Husky Liners,InStore,Lighting,14063400.60,25964,8854.653741,"Defective "
2022-11-20,Tonneau Covers,TruXedo,InStore,Exterior,973779.82,12982,613.109065,"Other "
2024-07-13,Running Boards,WeatherTech,InStore,Exterior,1507469.84,12982,949.133284,"Better Price Found "
2019-01-15,LED Light Bars,Putco,Marketplace,Lighting,6675257.38,6662,8517.245927,"Missing Parts "
2022-08-22,Cold Air Intakes,Westin,MobileApp,Performance,9278156.30,12971,5989.948992,"Defective "
2024-07-20,Trailer Hitches,Husky Liners,MobileApp,Towing,8771898.17,25942,5663.109901,"Better Price Found "
2022-02-01,Running Boards,WeatherTech,Web,Exterior,6458469.53,25822,4146.546127,"Warranty Claim "
2022-06-06,Tonneau Covers,Husky Liners,Web,Exterior,4498837.95,25822,2888.397372,"Warranty Claim "
2023-02-09,Running Boards,WeatherTech,Web,Exterior,12368608.89,25822,7941.052485,"Missing Parts "
2023-11-28,Exhaust,Westin,Web,Performance,14956102.40,25822,9602.309644,"Ordered by Mistake "
2019-01-18,Floor Mats,Westin,InStore,Interior,6137110.68,12982,3864.068209,"Changed Mind "
2019-04-07,Cold Air Intakes,Westin,InStore,Performance,13394827.60,12982,8433.703820,"Wrong Item "
2023-06-14,Lift Kits,TruXedo,Marketplace,Suspension,5094498.02,6662,6500.286768,"Late Delivery "
2023-08-01,Exhaust,WeatherTech,Marketplace,Performance,5310013.72,13324,6775.272579,"Late Delivery "
2020-01-05,Cold Air Intakes,WeatherTech,Web,Performance,8456446.78,12911,5429.314135,"Missing Parts "
2024-04-05,LED Light Bars,Westin,Web,Lighting,1719486.98,25822,1103.961487,"Warranty Claim "
2020-03-14,Cold Air Intakes,K&N,InStore,Performance,4968341.22,25964,3128.182456,"Damaged "
2021-12-05,Running Boards,Westin,Marketplace,Exterior,475800.04,13324,607.090485,"Not as Described "
2025-02-11,Lift Kits,CURT,MobileApp,Suspension,9065821.03,25942,5852.865763,"Late Delivery "
2025-02-04,Cold Air Intakes,Westin,Web,Performance,1610259.92,12911,1033.834081,"Late Delivery "
2021-10-18,Cold Air Intakes,Rough Country,InStore,Performance,9162435.96,12982,5768.886784,"Warranty Claim "
2023-08-04,LED Light Bars,Rough Country,InStore,Lighting,15238661.06,25964,9594.626422,"Warranty Claim "
2025-06-02,Tonneau Covers,MagnaFlow,Marketplace,Exterior,7023879.84,13324,8962.068381,"Damaged "
2019-05-18,Trailer Hitches,Husky Liners,MobileApp,Towing,2968932.19,25942,1916.728993,"Better Price Found "
2019-05-23,Running Boards,Westin,MobileApp,Exterior,10212457.43,12971,6593.131584,"Changed Mind "
2019-12-14,Floor Mats,MagnaFlow,MobileApp,Interior,3150266.77,25942,2033.798204,"Defective "
2022-05-26,Tonneau Covers,Rough Country,MobileApp,Exterior,8928976.98,25942,5764.519639,"Warranty Claim "
2022-11-02,Tonneau Covers,Tyger Auto,Web,Exterior,4856085.32,25822,3117.762066,"Changed Mind "
2020-06-07,Lift Kits,Flowmaster,InStore,Suspension,5843717.48,12982,3679.340622,"Late Delivery "
2020-12-09,Cold Air Intakes,Westin,InStore,Performance,12436885.82,25964,7830.560336,"Ordered by Mistake "
2022-08-28,Cold Air Intakes,K&N,InStore,Performance,12274351.18,25964,7728.224567,"Changed Mind "
2025-06-27,LED Light Bars,K&N,InStore,Lighting,15213995.26,25964,9579.096260,"Changed Mind "
2021-02-24,Lift Kits,TruXedo,MobileApp,Suspension,5343273.74,25942,3449.598238,"Missing Parts "
2020-02-14,Cold Air Intakes,Westin,Web,Performance,9916035.33,25822,6366.418588,"Defective "
2025-07-16,Running Boards,K&N,Web,Exterior,6775305.47,25822,4349.965359,"Defective "
2021-08-22,Cold Air Intakes,K&N,InStore,Performance,11154783.50,12982,7023.317418,"Other "
2020-07-04,Tonneau Covers,MagnaFlow,Web,Exterior,4758219.94,12911,3054.929282,"Ordered by Mistake "
2020-10-08,Floor Mats,CURT,Web,Interior,3865295.18,12911,2481.641831,"Other "
2022-07-10,Tonneau Covers,BAK,Web,Exterior,13600963.84,25822,8732.265483,"Wrong Item "
2025-04-07,Running Boards,Tyger Auto,Web,Exterior,5678128.69,12911,3645.541325,"Missing Parts "
2021-10-04,Trailer Hitches,K&N,InStore,Towing,4809701.18,25964,3028.298710,"Warranty Claim "
2024-12-11,Trailer Hitches,MagnaFlow,InStore,Towing,13974993.18,12982,8798.990272,"Better Price Found "
2019-03-05,NULL,Tyger Auto,Web,Performance,12748708.73,25822,8185.089251,"Wrong Item "
2022-05-24,Trailer Hitches,MagnaFlow,InStore,Towing,5389347.48,25964,3393.258221,"Warranty Claim "
2022-09-07,Trailer Hitches,Tyger Auto,InStore,Towing,9704564.28,12982,6110.224014,"Warranty Claim "
2019-11-14,NULL,Rough Country,MobileApp,Performance,1530967.13,25942,988.382218,"Not as Described "
2019-12-06,Trailer Hitches,MagnaFlow,Web,Towing,10989714.09,25822,7055.756169,"Warranty Claim "
2020-04-13,Running Boards,Putco,Web,Exterior,12519925.81,12911,8038.203058,"Defective "
2020-05-27,Floor Mats,Rough Country,Web,Interior,13474823.37,25822,8651.279033,"Defective "
2025-02-04,Cold Air Intakes,Flowmaster,Web,Performance,14163625.22,12911,9093.512798,"Missing Parts "
2022-09-15,Tonneau Covers,TruXedo,InStore,Exterior,10414679.68,25964,6557.330023,"Late Delivery "
2023-09-12,Cold Air Intakes,WeatherTech,InStore,Performance,7368453.38,25964,4639.351588,"Late Delivery "
2019-02-19,Cold Air Intakes,WeatherTech,MobileApp,Performance,2735843.32,25942,1766.247385,"Missing Parts "
2019-06-18,Floor Mats,Husky Liners,MobileApp,Interior,1016018.43,25942,655.932577,"Not as Described "
2020-06-01,Floor Mats,Flowmaster,Web,Interior,9460277.03,12911,6073.806560,"Defective "
2023-12-11,Trailer Hitches,Husky Liners,Web,Towing,5874634.11,12911,3771.704326,"Defective "
2021-06-14,Floor Mats,BAK,InStore,Interior,4569274.54,25964,2876.920304,"Other "
2021-05-07,Cold Air Intakes,CURT,MobileApp,Performance,484726.27,25942,312.931601,"Defective "
2022-10-12,Running Boards,Husky Liners,MobileApp,Exterior,14122305.96,25942,9117.320312,"Defective "
2024-07-28,Cold Air Intakes,TruXedo,MobileApp,Performance,2821451.92,25942,1821.516081,"Changed Mind "
2025-01-24,Tonneau Covers,BAK,MobileApp,Exterior,3027301.69,25942,1954.412215,"Changed Mind "
2019-05-14,Cold Air Intakes,Westin,Web,Performance,3231365.08,25822,2074.637567,"Not as Described "
2022-10-31,Trailer Hitches,K&N,Web,Towing,1922060.57,25822,1234.020492,"Damaged "
2022-11-10,Cold Air Intakes,Putco,Web,Performance,2295059.36,12911,1473.498124,"Warranty Claim "
2025-05-30,Tonneau Covers,Westin,Web,Exterior,5576648.23,25822,3580.387526,"Not as Described "
2024-03-17,Trailer Hitches,K&N,InStore,Towing,13008353.46,12982,8190.370334,"Better Price Found "
2025-02-15,Floor Mats,Rough Country,InStore,Interior,10829324.76,25964,6818.400632,"Changed Mind "
2019-08-13,LED Light Bars,Westin,Marketplace,Lighting,846340.48,6662,1079.879003,"Ordered by Mistake "
2023-10-22,Running Boards,Tyger Auto,Marketplace,Exterior,5548779.80,13324,7079.924508,"Wrong Item "
2021-11-22,Running Boards,Putco,MobileApp,Exterior,3238339.86,12971,2090.657922,"Ordered by Mistake "
2020-11-09,Running Boards,BAK,Web,Exterior,7181356.42,12911,4610.663617,"Warranty Claim "
2022-08-17,Lift Kits,MagnaFlow,Web,Suspension,519151.31,12911,333.305982,"Wrong Item "
2025-04-24,Lift Kits,Putco,Web,Suspension,10500258.08,25822,6741.509103,"Damaged "
2024-08-25,Running Boards,CURT,InStore,Exterior,1558099.64,25964,981.011036,"Damaged "
2022-02-18,Trailer Hitches,K&N,Marketplace,Towing,6931144.80,13324,8843.743753,"Wrong Item "
2025-07-02,Floor Mats,TruXedo,Marketplace,Interior,6584321.08,6662,8401.216342,"Damaged "
2023-09-24,Running Boards,BAK,MobileApp,Exterior,2063426.68,25942,1332.136823,"Not as Described "
2025-07-20,Running Boards,Westin,MobileApp,Exterior,4077952.69,12971,2632.710006,"Changed Mind "
2025-07-17,Running Boards,CURT,Web,Exterior,9889309.56,12911,6349.259736,"Wrong Item "
2019-08-29,LED Light Bars,WeatherTech,InStore,Lighting,13005107.96,25964,8188.326829,"Late Delivery "
2021-04-19,Running Boards,Tyger Auto,Web,Exterior,14551471.66,25822,9342.523147,"Ordered by Mistake "
2024-07-09,LED Light Bars,Tyger Auto,Web,Lighting,11014761.43,12911,7071.837366,"Late Delivery "
2025-08-10,LED Light Bars,Tyger Auto,Web,Lighting,12889180.41,25822,8275.276772,"Wrong Item "
2020-12-30,Floor Mats,TruXedo,MobileApp,Interior,5866783.30,25942,3787.574719,"Wrong Item "
2023-12-13,Lift Kits,K&N,MobileApp,Suspension,6704839.61,12971,4328.621818,"Damaged "
2025-03-28,LED Light Bars,WeatherTech,Web,Lighting,5668574.55,25822,3639.407244,"Not as Described "
2022-02-13,Cold Air Intakes,TruXedo,InStore,Performance,15283708.60,25964,9622.989409,"Better Price Found "
2024-05-05,Floor Mats,Tyger Auto,InStore,Interior,10149457.42,25964,6390.339584,"Defective "
2024-10-25,Lift Kits,Putco,MobileApp,Suspension,3871324.66,12971,2499.311424,"Other "
2022-06-22,Cold Air Intakes,Husky Liners,InStore,Performance,3786719.58,12982,2384.204578,"Defective "
2023-06-19,Lift Kits,MagnaFlow,InStore,Suspension,9001848.62,25964,5667.777039,"Damaged "
2024-04-13,Trailer Hitches,BAK,InStore,Towing,12858411.36,25964,8095.963118,"Missing Parts "
2020-12-18,Trailer Hitches,Husky Liners,Marketplace,Towing,6649608.68,6662,8484.519657,"Warranty Claim "
2020-12-08,Running Boards,Westin,MobileApp,Exterior,4438027.65,12971,2865.173523,"Better Price Found "
2020-07-11,Lift Kits,Rough Country,Web,Suspension,8584007.46,12911,5511.212296,"Changed Mind "
2025-05-28,Exhaust,TruXedo,Web,Performance,8422749.07,12911,5407.679101,"Changed Mind "
2024-09-12,Cold Air Intakes,Westin,InStore,Performance,3955225.94,25964,2490.300241,"Warranty Claim "
2021-10-23,Exhaust,Husky Liners,MobileApp,Performance,4492765.27,12971,2900.512031,"Missing Parts "
2021-04-28,Lift Kits,CURT,Web,Suspension,6350791.79,25822,4077.413462,"Changed Mind "
2019-08-01,Exhaust,TruXedo,MobileApp,Performance,11481929.20,25942,7412.699497,"Ordered by Mistake "
2022-11-20,Floor Mats,Rough Country,MobileApp,Interior,1232245.00,25942,795.527952,"Ordered by Mistake "
2020-11-22,Exhaust,Westin,Web,Performance,2546307.42,12911,1634.807746,"Defective "
2020-08-25,Tonneau Covers,Tyger Auto,MobileApp,Exterior,604967.44,25942,390.559024,"Damaged "
2022-11-04,LED Light Bars,Westin,MobileApp,Lighting,1725272.71,12971,1113.825384,"Not as Described "
2020-03-15,Floor Mats,Husky Liners,Web,Interior,3273067.61,12911,2101.412027,"Better Price Found "
2021-06-09,Trailer Hitches,Flowmaster,Web,Towing,10736787.60,25822,6893.368865,"Changed Mind "
2022-03-31,Tonneau Covers,Putco,Web,Exterior,10110862.32,12911,6491.504094,"Late Delivery "
2021-07-27,Floor Mats,Husky Liners,InStore,Interior,8778558.22,25964,5527.188022,"Wrong Item "
2022-10-12,Cold Air Intakes,Putco,InStore,Performance,8046113.78,25964,5066.023072,"Missing Parts "
2020-03-13,NULL,Tyger Auto,Marketplace,Performance,1555976.72,6662,1985.334585,"Not as Described "
2021-07-16,Trailer Hitches,Westin,Marketplace,Towing,5776820.06,6662,7370.890906,"Better Price Found "
2024-07-02,Exhaust,Tyger Auto,Marketplace,Performance,2412576.68,6662,3078.307505,"Wrong Item "
2019-12-08,Running Boards,K&N,MobileApp,Exterior,1945131.16,25942,1255.765602,"Ordered by Mistake "
2021-07-22,Running Boards,Putco,MobileApp,Exterior,12993958.67,25942,8388.862023,"Defective "
2021-12-03,Cold Air Intakes,MagnaFlow,MobileApp,Performance,3005121.28,12971,1940.092592,"Other "
2022-09-21,Exhaust,Flowmaster,MobileApp,Performance,6411435.59,12971,4139.200919,"Not as Described "
2023-10-01,Trailer Hitches,WeatherTech,MobileApp,Towing,10391327.52,12971,6708.609745,"Late Delivery "
2021-08-19,NULL,WeatherTech,InStore,Towing,5363772.94,12982,3377.155860,"Wrong Item "
2019-02-09,Cold Air Intakes,CURT,Web,Performance,759554.13,12911,487.652687,"Other "
2023-02-10,Running Boards,MagnaFlow,Web,Exterior,10057539.89,25822,6457.269210,"Changed Mind "
2019-02-13,Running Boards,WeatherTech,MobileApp,Exterior,5718524.77,25942,3691.859434,"Defective "
2021-03-13,Trailer Hitches,Rough Country,MobileApp,Towing,7399047.53,25942,4776.800847,"Defective "
2022-11-28,Running Boards,MagnaFlow,MobileApp,Exterior,8553855.66,25942,5522.342195,"Better Price Found "
2024-07-20,LED Light Bars,Putco,MobileApp,Lighting,3922689.82,25942,2532.472684,"Defective "
2019-02-17,Running Boards,Tyger Auto,Web,Exterior,9440264.98,25822,6060.958200,"Not as Described "
2021-01-26,Floor Mats,Rough Country,Web,Interior,4568944.68,12911,2933.408227,"Damaged "
2022-02-28,Tonneau Covers,Westin,Web,Exterior,11231537.12,25822,7211.014560,"Warranty Claim "
2024-04-22,Trailer Hitches,CURT,InStore,Towing,12181400.06,25964,7669.700260,"Warranty Claim "
2022-05-17,Cold Air Intakes,MagnaFlow,MobileApp,Performance,5342365.77,12971,3449.012081,"Damaged "
2019-11-19,Floor Mats,TruXedo,Web,Interior,12083792.23,12911,7758.190746,"Warranty Claim "
2020-03-19,LED Light Bars,K&N,InStore,Lighting,13202953.64,25964,8312.895314,"Not as Described "
2022-07-19,Running Boards,Putco,InStore,Exterior,9667176.12,25964,6086.683512,"Damaged "
2022-03-12,Exhaust,CURT,Marketplace,Performance,3366641.70,6662,4295.640245,"Damaged "
2020-01-22,Trailer Hitches,BAK,MobileApp,Towing,3074905.26,12971,1985.144990,"Late Delivery "
2020-12-25,Cold Air Intakes,BAK,MobileApp,Performance,10667220.69,12971,6886.725611,"Better Price Found "
2021-02-22,NULL,Flowmaster,MobileApp,Exterior,13453132.07,12971,8685.303258,"Damaged "
2025-06-18,Floor Mats,Westin,MobileApp,Interior,7033395.04,25942,4540.736423,"Defective "
2021-08-24,Running Boards,Westin,Web,Exterior,14231278.86,25822,9136.948710,"Defective "
2024-06-01,Running Boards,Westin,Web,Exterior,13781072.29,25822,8847.901109,"Changed Mind "
2019-08-25,Cold Air Intakes,CURT,InStore,Performance,12363797.16,12982,7784.541920,"Damaged "
2021-08-05,Tonneau Covers,CURT,InStore,Exterior,10681589.60,25964,6725.382970,"Wrong Item "
2022-04-16,LED Light Bars,BAK,InStore,Lighting,2769579.88,12982,1743.788544,"Defective "
2019-06-17,Trailer Hitches,BAK,Marketplace,Towing,7676689.22,6662,9795.016050,"Changed Mind "
2023-06-21,LED Light Bars,Tyger Auto,MobileApp,Lighting,4212202.54,25942,2719.381343,"Not as Described "
2023-06-20,Floor Mats,Rough Country,Web,Interior,14163367.00,25822,9093.347047,"Damaged "
2023-12-30,Floor Mats,K&N,Web,Interior,6225167.76,12911,3996.758610,"Changed Mind "
2023-05-25,Lift Kits,Husky Liners,InStore,Suspension,5825153.22,25964,3667.652077,"Not as Described "
2024-08-21,Running Boards,Putco,InStore,Exterior,11713009.50,25964,7374.790190,"Warranty Claim "
2023-05-21,LED Light Bars,Westin,Marketplace,Lighting,1640783.98,6662,2093.543822,"Late Delivery "
2024-03-03,Running Boards,TruXedo,MobileApp,Exterior,6263955.32,12971,4043.988053,"Warranty Claim "
2024-07-30,Floor Mats,Husky Liners,MobileApp,Interior,704714.43,12971,454.955472,"Missing Parts "
2025-06-16,LED Light Bars,TruXedo,MobileApp,Lighting,11567278.38,25942,7467.800699,"Late Delivery "
2023-06-30,Exhaust,BAK,Web,Performance,2557152.66,12911,1641.770705,"Late Delivery "
2025-04-19,Trailer Hitches,Westin,Web,Towing,14662377.15,12911,9413.728199,"Better Price Found "
2019-10-01,LED Light Bars,Westin,InStore,Lighting,12183736.82,25964,7671.171536,"Late Delivery "
2020-02-17,Tonneau Covers,BAK,InStore,Exterior,1114634.52,25964,701.794573,"Wrong Item "
2022-07-30,Exhaust,CURT,InStore,Performance,7927068.84,25964,4991.069486,"Missing Parts "
2024-08-07,Exhaust,Flowmaster,InStore,Performance,7312890.42,25964,4604.367817,"Other "
2023-12-18,Lift Kits,Putco,Marketplace,Suspension,1365510.14,6662,1742.310027,"Better Price Found "
2021-06-29,Running Boards,Putco,MobileApp,Exterior,4076396.17,12971,2631.705117,"Ordered by Mistake "
2021-05-05,LED Light Bars,Rough Country,Web,Lighting,1035074.87,25822,664.546098,"Warranty Claim "
2022-10-09,Running Boards,TruXedo,InStore,Exterior,13389634.80,25964,8430.434253,"Defective "
2023-12-19,Cold Air Intakes,Tyger Auto,InStore,Performance,10830493.14,12982,6819.136312,"Not as Described "
2025-01-05,Cold Air Intakes,Putco,Marketplace,Performance,7272172.58,13324,9278.875751,"Warranty Claim "
2021-12-10,Trailer Hitches,CURT,MobileApp,Towing,12385618.77,25942,7996.119271,"Warranty Claim "
2021-12-14,Floor Mats,MagnaFlow,MobileApp,Interior,12388342.68,25942,7997.877773,"Wrong Item "
2023-05-27,Cold Air Intakes,Flowmaster,InStore,Performance,1379856.78,12982,868.785037,"Late Delivery "
2023-07-24,Floor Mats,Flowmaster,InStore,Interior,10616939.24,12982,6684.677535,"Damaged "
2025-03-02,Trailer Hitches,Westin,InStore,Towing,5306003.04,12982,3340.782539,"Missing Parts "
2023-02-23,Trailer Hitches,MagnaFlow,Marketplace,Towing,7938972.16,13324,10129.674221,"Missing Parts "
2021-08-30,Trailer Hitches,Husky Liners,Web,Towing,10533439.35,12911,6762.812558,"Better Price Found "
2022-08-30,Trailer Hitches,CURT,Web,Towing,2987992.73,12911,1918.384433,"Other "
2024-08-23,LED Light Bars,WeatherTech,InStore,Lighting,5002613.70,25964,3149.761148,"Other "
2021-04-11,Tonneau Covers,MagnaFlow,MobileApp,Exterior,13198122.21,12971,8520.669536,"Changed Mind "
2023-04-13,Tonneau Covers,Putco,MobileApp,Exterior,11704252.14,12971,7556.230601,"Better Price Found "
2023-11-29,Lift Kits,CURT,MobileApp,Suspension,1370126.73,25942,884.544044,"Wrong Item "
2024-01-18,Lift Kits,Flowmaster,MobileApp,Suspension,8231266.89,12971,5314.079633,"Better Price Found "
2025-03-15,Cold Air Intakes,TruXedo,MobileApp,Performance,11382441.63,25942,7348.470484,"Missing Parts "
2019-09-13,Running Boards,MagnaFlow,Web,Exterior,6237045.88,12911,4004.384793,"Missing Parts "
2019-11-19,LED Light Bars,MagnaFlow,Web,Lighting,13888750.03,25822,8917.033826,"Warranty Claim "
2023-08-16,Running Boards,TruXedo,Web,Exterior,1916637.95,25822,1230.538980,"Missing Parts "
2021-10-30,LED Light Bars,WeatherTech,InStore,Lighting,5670407.78,25964,3570.220624,"Late Delivery "
2019-04-14,Tonneau Covers,TruXedo,InStore,Exterior,8991982.30,12982,5661.564974,"Missing Parts "
2022-02-11,LED Light Bars,Flowmaster,InStore,Lighting,8888775.40,25964,5596.583441,"Late Delivery "
2022-05-26,NULL,Tyger Auto,InStore,Performance,9594996.20,25964,6041.237244,"Warranty Claim "
2023-10-09,Tonneau Covers,K&N,InStore,Exterior,11126872.20,25964,7005.743834,"Other "
2020-07-03,Tonneau Covers,CURT,Marketplace,Exterior,949335.00,6662,1211.294184,"Damaged "
2025-05-30,LED Light Bars,WeatherTech,MobileApp,Lighting,6062515.69,25942,3913.939100,"Warranty Claim "
2021-11-24,Exhaust,Rough Country,Web,Performance,12526381.31,25822,8042.347739,"Warranty Claim "
2021-08-14,Running Boards,K&N,InStore,Exterior,4697277.06,12982,2957.513823,"Not as Described "
2023-06-21,NULL,CURT,InStore,Exterior,7023521.64,12982,4422.174124,"Other "
2023-02-23,LED Light Bars,K&N,MobileApp,Lighting,5010437.88,25942,3234.720219,"Wrong Item "
2021-07-01,LED Light Bars,TruXedo,Web,Lighting,4385092.04,25822,2815.368726,"Other "
2022-03-07,Exhaust,K&N,Web,Performance,5180926.08,25822,3326.320662,"Ordered by Mistake "
2022-08-20,LED Light Bars,Tyger Auto,InStore,Lighting,3901740.10,12982,2456.624281,"Missing Parts "
2023-01-08,Floor Mats,Westin,InStore,Interior,8919542.74,12982,5615.955350,"Ordered by Mistake "
2025-08-08,Running Boards,Flowmaster,InStore,Exterior,5435173.94,12982,3422.111660,"Late Delivery "
2019-02-07,Lift Kits,Westin,Marketplace,Suspension,7069248.06,6662,9019.955624,"Other "
2019-09-18,Tonneau Covers,TruXedo,MobileApp,Exterior,5835782.61,25942,3767.560783,"Wrong Item "
2024-03-30,Running Boards,Putco,Web,Exterior,3555560.29,12911,2282.781714,"Missing Parts "
2019-11-12,LED Light Bars,Husky Liners,MobileApp,Lighting,5914127.45,25942,3818.140013,"Not as Described "
2022-12-19,Running Boards,Putco,MobileApp,Exterior,15515391.36,25942,10016.692913,"Defective "
2024-05-16,Exhaust,TruXedo,MobileApp,Performance,3182953.69,25942,2054.900719,"Ordered by Mistake "
2020-07-22,Trailer Hitches,Westin,Web,Towing,5327336.82,25822,3420.321251,"Ordered by Mistake "
2025-04-25,Running Boards,Flowmaster,InStore,Exterior,12073909.10,25964,7602.021283,"Not as Described "
2025-06-02,Running Boards,WeatherTech,InStore,Exterior,10436229.80,25964,6570.898488,"Damaged "
2025-07-24,Running Boards,BAK,InStore,Exterior,1331953.20,25964,838.623772,"Not as Described "
2020-10-29,LED Light Bars,Tyger Auto,MobileApp,Lighting,3386987.52,25942,2186.624535,"Not as Described "
2024-07-01,Tonneau Covers,Westin,MobileApp,Exterior,10171598.78,12971,6566.753232,"Better Price Found "
2025-04-17,Exhaust,Westin,MobileApp,Performance,11621108.03,12971,7502.553017,"Late Delivery "
2021-03-04,LED Light Bars,CURT,Web,Lighting,12087278.20,25822,7760.428899,"Late Delivery "
2024-09-14,Tonneau Covers,BAK,Web,Exterior,1861766.20,12911,1195.309467,"Defective "
2019-09-14,Trailer Hitches,Flowmaster,InStore,Towing,3762832.70,25964,2369.164782,"Wrong Item "
2020-03-01,Cold Air Intakes,WeatherTech,InStore,Performance,12168288.24,25964,7661.444761,"Ordered by Mistake "
2022-05-30,Lift Kits,TruXedo,InStore,Suspension,11454927.34,25964,7212.295241,"Not as Described "
2019-09-12,LED Light Bars,Putco,Marketplace,Lighting,5534989.46,13324,7062.328815,"Ordered by Mistake "
2020-03-21,Trailer Hitches,K&N,Web,Towing,6301988.21,12911,4046.079999,"Warranty Claim "
2022-03-28,Lift Kits,Flowmaster,Web,Suspension,2464064.35,12911,1582.004909,"Defective "
2024-07-20,Floor Mats,MagnaFlow,Web,Interior,5824539.43,25822,3739.541883,"Wrong Item "
2019-01-24,Tonneau Covers,Westin,Marketplace,Exterior,503913.68,6662,642.961920,"Ordered by Mistake "
2019-07-14,Cold Air Intakes,TruXedo,Web,Performance,2633069.34,25822,1690.511819,"Wrong Item "
2020-06-13,Running Boards,Flowmaster,Web,Exterior,13280641.93,12911,8526.608124,"Late Delivery "
2021-07-18,Cold Air Intakes,Westin,Web,Performance,5865854.63,25822,3766.067535,"Late Delivery "
2022-02-01,Trailer Hitches,Husky Liners,Web,Towing,4862799.04,25822,3122.072541,"Better Price Found "
2022-12-01,Trailer Hitches,K&N,Web,Towing,14631778.08,12911,9394.082558,"Wrong Item "
2024-07-21,Running Boards,CURT,Web,Exterior,14598209.48,25822,9372.530393,"Missing Parts "
2020-07-16,Lift Kits,CURT,InStore,Suspension,8883452.78,12982,5593.232108,"Defective "
2020-12-20,Cold Air Intakes,K&N,InStore,Performance,13886585.76,12982,8743.326795,"Late Delivery "
2022-06-30,NULL,MagnaFlow,InStore,Exterior,9216441.08,12982,5802.889741,"Defective "
2022-11-06,Running Boards,CURT,InStore,Exterior,4742064.96,25964,2985.713331,"Late Delivery "
2022-02-19,Cold Air Intakes,Flowmaster,InStore,Performance,11003673.02,25964,6928.174567,"Not as Described "
2022-10-07,LED Light Bars,CURT,Marketplace,Lighting,7399683.26,6662,9441.572143,"Better Price Found "
2024-03-07,Cold Air Intakes,Putco,MobileApp,Performance,4019842.61,12971,2595.194179,"Warranty Claim "
2019-07-29,LED Light Bars,CURT,InStore,Lighting,10836724.50,12982,6823.059696,"Ordered by Mistake "
2022-01-18,Cold Air Intakes,Westin,InStore,Performance,12891515.46,25964,8116.806284,"Damaged "
2022-01-28,Lift Kits,Rough Country,InStore,Suspension,14266568.90,12982,8982.573379,"Warranty Claim "
2023-05-18,Running Boards,Putco,InStore,Exterior,10750653.84,25964,6768.867517,"Ordered by Mistake "
2025-05-01,Tonneau Covers,Rough Country,InStore,Exterior,10363011.32,12982,6524.798325,"Changed Mind "
2024-05-20,Running Boards,Flowmaster,Marketplace,Exterior,1099429.86,6662,1402.806740,"Defective "
2023-01-10,Tonneau Covers,Westin,MobileApp,Exterior,15036242.62,25942,9707.355704,"Not as Described "
2024-08-30,Cold Air Intakes,TruXedo,MobileApp,Performance,14734407.45,12971,9512.491561,"Better Price Found "
2023-04-17,Exhaust,TruXedo,Web,Performance,12584609.92,25822,8079.732459,"Other "
2019-03-25,NULL,WeatherTech,InStore,Towing,6833075.70,12982,4302.264676,"Better Price Found "
2020-03-25,Floor Mats,Rough Country,MobileApp,Interior,12866453.74,12971,8306.545170,"Missing Parts "
2021-05-07,Running Boards,MagnaFlow,Web,Exterior,9358667.46,25822,6008.569810,"Changed Mind "
2024-08-18,NULL,TruXedo,Web,Suspension,3678214.79,12911,2361.529974,"Changed Mind "
2022-10-29,Cold Air Intakes,Flowmaster,Marketplace,Performance,6242427.24,19986,7964.979229,"Not as Described "
2023-04-13,Tonneau Covers,Tyger Auto,MobileApp,Exterior,11367006.14,12971,7338.505381,"Warranty Claim "
2019-01-30,Lift Kits,CURT,Web,Suspension,9725081.64,25822,6243.819936,"Wrong Item "
2020-07-17,NULL,Westin,Web,Suspension,1313436.03,12911,843.263194,"Late Delivery "
2022-05-04,Tonneau Covers,K&N,Web,Exterior,8549018.65,25822,5488.748340,"Missing Parts "
2023-07-29,Tonneau Covers,WeatherTech,Web,Exterior,5590204.78,25822,3589.091290,"Wrong Item "
2023-12-21,Cold Air Intakes,BAK,Web,Performance,5534816.59,12911,3553.530232,"Warranty Claim "
2021-08-11,Floor Mats,BAK,InStore,Interior,6516574.54,25964,4102.987889,"Wrong Item "
2024-05-16,Lift Kits,Putco,MobileApp,Suspension,1737854.58,12971,1121.948249,"Changed Mind "
2024-11-25,Floor Mats,CURT,MobileApp,Interior,807185.33,12971,521.110384,"Better Price Found "
2019-06-05,Floor Mats,MagnaFlow,Web,Interior,2185961.41,12911,1403.453594,"Missing Parts "
2021-05-04,Exhaust,MagnaFlow,Web,Performance,14575357.01,12911,9357.858425,"Damaged "
2019-05-04,Trailer Hitches,CURT,InStore,Towing,7325353.14,12982,4612.214612,"Other "
2019-12-15,Cold Air Intakes,Westin,InStore,Performance,11023016.20,12982,6940.353515,"Defective "
